"Spec","Path","Action"
"# SF‑1 – Auth-DSGVO, Tools‑Formeln, API‑Spez + Code.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\DSGVO.md","write"
"# SF‑1 – Auth-DSGVO, Tools‑Formeln, API‑Spez + Code.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\API-SPEC.md","write"
"# SF‑1 – Auth-DSGVO, Tools‑Formeln, API‑Spez + Code.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\TOOLS-FORMELN.md","write"
"# SF‑1 – Gesamtplan Architektur & Deploy.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\cert-issuer.yaml","write"
"# SF‑1 – Gesamtplan Architektur & Deploy.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\mongo.yaml","write"
"# SF‑1 – Gesamtplan Architektur & Deploy.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\scripts\db-setup.mongosh","write"
"# SF‑1 – Gesamtplan Architektur & Deploy.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\mongo-backup.yaml","write"
"# SF‑1 – Gesamtplan Architektur & Deploy.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\backend.yaml","write"
"# SF‑1 – Gesamtplan Architektur & Deploy.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\frontend\public\manifest.json","write"
"# SF‑1 – Gesamtplan Architektur & Deploy.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\frontend.yaml","write"
"# SF‑1 – Gesamtplan Architektur & Deploy.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\.github\workflows\backend-ci.yml","write"
"# SF‑1 – Kubernetes Deploy & CI Paket.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\scripts\server_hardening.sh","write"
"# SF‑1 – Kubernetes Deploy & CI Paket.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\cert-issuer.yaml","write"
"# SF‑1 – Kubernetes Deploy & CI Paket.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\mongo.yaml","write"
"# SF‑1 – Kubernetes Deploy & CI Paket.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\mongo-backup.yaml","write"
"# SF‑1 – Kubernetes Deploy & CI Paket.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\backend.yaml","write"
"# SF‑1 – Kubernetes Deploy & CI Paket.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\frontend.yaml","write"
"# SF‑1 – Kubernetes Deploy & CI Paket.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\.github\workflows\backend-ci.yml","write"
"# SF‑1 – Kubernetes Deploy & CI Paket.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\.github\workflows\frontend-ci.yml","write"
"# SF‑1 – Roadmap, Risiken & Runbooks.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\ROADMAP.md","write"
"# SF‑1 – Roadmap, Risiken & Runbooks.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\RISIKEN.md","write"
"# SF‑1 – Roadmap, Risiken & Runbooks.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\RUNBOOKS.md","write"
"# SF‑1 – Roadmap, Risiken & Runbooks.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\AFFILIATE-ADS.md","write"
"# SF‑1 – Roadmap, Risiken & Runbooks.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\ANALYTICS.md","write"
"# SF‑1 – Roadmap, Risiken & Runbooks.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\ANDROID-TWA.md","write"
"# SF‑1 – Scraper‑Adapter, Normalisierung & CronJobs.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\scraper\package.json","write"
"# SF‑1 – Scraper‑Adapter, Normalisierung & CronJobs.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\scraper\tsconfig.json","write"
"# SF‑1 – Scraper‑Adapter, Normalisierung & CronJobs.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\scraper\src\types.ts","write"
"# SF‑1 – Scraper‑Adapter, Normalisierung & CronJobs.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\scraper\src\logger.ts","write"
"# SF‑1 – Scraper‑Adapter, Normalisierung & CronJobs.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\scraper\src\db.ts","write"
"# SF‑1 – Scraper‑Adapter, Normalisierung & CronJobs.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\scraper\src\robots.ts","write"
"# SF‑1 – Scraper‑Adapter, Normalisierung & CronJobs.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\scraper\src\util.ts","write"
"# SF‑1 – Scraper‑Adapter, Normalisierung & CronJobs.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\scraper\src\adapters\adapter.ts","write"
"# SF‑1 – Scraper‑Adapter, Normalisierung & CronJobs.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\scraper\src\adapters\zamnesia.ts","write"
"# SF‑1 – Scraper‑Adapter, Normalisierung & CronJobs.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\scraper\src\adapters\rqs.ts","write"
"# SF‑1 – Scraper‑Adapter, Normalisierung & CronJobs.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\scraper\src\normalize.ts","write"
"# SF‑1 – Scraper‑Adapter, Normalisierung & CronJobs.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\scraper\src\index.ts","write"
"# SF‑1 – Scraper‑Adapter, Normalisierung & CronJobs.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\scraper\Dockerfile","write"
"# SF‑1 – Scraper‑Adapter, Normalisierung & CronJobs.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\scraper-zamnesia.yaml","write"
"# SF‑1 – Scraper‑Adapter, Normalisierung & CronJobs.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\scraper-rqs.yaml","write"
"# SF‑1 – Scraper‑Adapter, Normalisierung & CronJobs.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\SCRAPER-GUIDE.md","write"
"# SF‑1 – Varianten A-B-C (Einzelpläne als Markdown).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\PLAN-variant-A-lowcost.md","write"
"# SF‑1 – Varianten A-B-C (Einzelpläne als Markdown).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\PLAN-variant-B-solide.md","write"
"# SF‑1 – Varianten A-B-C (Einzelpläne als Markdown).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\PLAN-variant-C-highend.md","write"
"Auth-RBAC fürs Journal — SF‑1.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\auth-rbac.md","write"
"Auth-RBAC fürs Journal — SF‑1.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\backend\src\models\User.ts","write"
"Auth-RBAC fürs Journal — SF‑1.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\backend\src\lib\auth.ts","write"
"Auth-RBAC fürs Journal — SF‑1.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\backend\src\middleware\requireAuth.ts","write"
"Auth-RBAC fürs Journal — SF‑1.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\backend\src\middleware\requireRole.ts","write"
"Auth-RBAC fürs Journal — SF‑1.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\backend\src\routes\auth.ts","write"
"Auth-RBAC fürs Journal — SF‑1.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\backend\src\routes\journal.ts","write"
"Dokumentations‑Backlinks — SF‑1.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\link-map.md","write"
"Dokumentations‑Backlinks — SF‑1.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\.github\workflows\docs-linkcheck.yml","write"
"Rate‑Limiting - WAF - CDN — SF‑1.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\waf-cdn.md","write"
"Rate‑Limiting - WAF - CDN — SF‑1.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\ingress\caddy-configmap.yml","write"
"Rate‑Limiting - WAF - CDN — SF‑1.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\ingress\ingress-sf1.yml","write"
"Restore‑Drill (S3) — SF‑1.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\restore-drill.md","write"
"Restore‑Drill (S3) — SF‑1.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\restore-drill\cronjob.yml","write"
"Secrets‑Management — SF‑1.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\secrets-management.md","write"
"Secrets‑Management — SF‑1.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\secrets\sealedsecret-api.yml","write"
"Secrets‑Management — SF‑1.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\secrets\sealedsecret-s3.yml","write"
"Secrets‑Management — SF‑1.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\secrets\sealedsecret-alerts.yml","write"
"SF-1 — Alertmanager Receiver (E-Mail, Telegram, Slack).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\alerts-receivers.md","write"
"SF-1 — Alertmanager Receiver (E-Mail, Telegram, Slack).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\scripts\alerts-receivers-apply.ps1","write"
"SF-1 — Alertmanager Receiver (E-Mail, Telegram, Slack).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\scripts\alerts-send-test.ps1","write"
"SF-1 — Alertmanager Receiver (E‑Mail + Slack).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\alerting-receivers.md","write"
"SF-1 — Alertmanager Receiver (E‑Mail + Slack).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\scripts\alerting-receiver-deploy.ps1","write"
"SF-1 — Alertmanager Receiver (E‑Mail + Slack).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\scripts\alerting-receiver-destroy.ps1","write"
"SF-1 — Alertmanager Receiver (E‑Mail + Slack).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\monitoring\34-prometheus-rules-watchdog.yaml","write"
"SF-1 — Alertmanager Receiver (E‑Mail + Slack).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\monitoring\55-alertmanager-config-secret.yaml","write"
"SF-1 — Alertmanager Receiver (E‑Mail + Slack).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\monitoring\56-alertmanager-templates.yaml","write"
"SF-1 — Backup & Off-Site Sync (Mongo + Files + S3-rsync).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\backup\41-rsync-cronjob.yaml","write"
"SF-1 — Backup & Off-Site Sync (Mongo + Files + S3-rsync).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\scripts\backup-deploy.ps1","write"
"SF-1 — Backup & Off-Site Sync (Mongo + Files + S3-rsync).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\scripts\backup-destroy.ps1","write"
"SF-1 — Backup & Off-Site Sync (Mongo + Files + S3-rsync).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\scripts\backup-manual-run.ps1","write"
"SF-1 — Backup & Off-Site Sync (Mongo + Files + S3-rsync).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\scripts\backup-restore-mongo.ps1","write"
"SF-1 — Backup & Off-Site Sync (Mongo + Files + S3-rsync).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\backup\00-namespace.yaml","write"
"SF-1 — Backup & Off-Site Sync (Mongo + Files + S3-rsync).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\backup\01-backup-pvc.yaml","write"
"SF-1 — Backup & Off-Site Sync (Mongo + Files + S3-rsync).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\backup\10-secret-s3.yaml","write"
"SF-1 — Backup & Off-Site Sync (Mongo + Files + S3-rsync).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\backup\11-secret-mongo.yaml","write"
"SF-1 — Backup & Off-Site Sync (Mongo + Files + S3-rsync).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\backup\12-secret-rsync.yaml","write"
"SF-1 — Backup & Off-Site Sync (Mongo + Files + S3-rsync).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\backup\20-mongodump-cronjob.yaml","write"
"SF-1 — Backup & Off-Site Sync (Mongo + Files + S3-rsync).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\backup\30-kubedump-cronjob.yaml","write"
"SF-1 — Backup & Off-Site Sync (Mongo + Files + S3-rsync).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\backup\41-rsync-cronjob.yaml","write"
"SF-1 — Branding & Theming System.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\frontend\src\assets\logo-sf1.svg","write"
"SF-1 — Branding & Theming System.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\frontend\src\theme\tokens.css","write"
"SF-1 — Branding & Theming System.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\frontend\src\theme\themes.json","write"
"SF-1 — Branding & Theming System.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\frontend\src\theme\ThemeProvider.tsx","write"
"SF-1 — Branding & Theming System.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\frontend\src\theme\useTheme.ts","write"
"SF-1 — Branding & Theming System.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\frontend\src\theme\ThemeSwitcher.tsx","write"
"SF-1 — Branding & Theming System.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\frontend\src\theme\index.ts","write"
"SF-1 — Branding & Theming System.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\frontend\src\assets\logo-sf1.svg","write"
"SF-1 — CI-CD Erweiterung (Tests, Lint, Deployment Pipelines).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\.github\workflows\smoke.yml","write"
"SF-1 — CI-CD Erweiterung (Tests, Lint, Deployment Pipelines).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\scripts\ci-bootstrap.ps1","write"
"SF-1 — CI-CD Erweiterung (Tests, Lint, Deployment Pipelines).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\.github\workflows\ci.yml","write"
"SF-1 — CI-CD Erweiterung (Tests, Lint, Deployment Pipelines).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\.github\workflows\deploy.yml","write"
"SF-1 — CI-CD Erweiterung (Tests, Lint, Deployment Pipelines).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\.github\workflows\smoke.yml","write"
"SF-1 — Dokumentation & Developer-Guide.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\styleguide.md","write"
"SF-1 — Dokumentation & Developer-Guide.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\architecture.md","write"
"SF-1 — Dokumentation & Developer-Guide.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\setup-local.md","write"
"SF-1 — Dokumentation & Developer-Guide.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\setup-server.md","write"
"SF-1 — Dokumentation & Developer-Guide.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\setup-kubernetes.md","write"
"SF-1 — Dokumentation & Developer-Guide.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\api-reference.md","write"
"SF-1 — Dokumentation & Developer-Guide.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\troubleshooting.md","write"
"SF-1 — Dokumentation & Developer-Guide.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\contributing.md","write"
"SF-1 — Dokumentation & Developer-Guide.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\versioning.md","write"
"SF-1 — Dokumentation & Developer-Guide.txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\docs\styleguide.md","write"
"SF-1 — Monitoring & Observability (Loki + Promtail + Prometheus + Grafana).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\monitoring\44-grafana-ingress.yaml","write"
"SF-1 — Monitoring & Observability (Loki + Promtail + Prometheus + Grafana).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\scripts\monitoring-deploy.ps1","write"
"SF-1 — Monitoring & Observability (Loki + Promtail + Prometheus + Grafana).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\scripts\monitoring-destroy.ps1","write"
"SF-1 — Monitoring & Observability (Loki + Promtail + Prometheus + Grafana).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\monitoring\00-namespace.yaml","write"
"SF-1 — Monitoring & Observability (Loki + Promtail + Prometheus + Grafana).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\monitoring\10-loki-configmap.yaml","write"
"SF-1 — Monitoring & Observability (Loki + Promtail + Prometheus + Grafana).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\monitoring\11-loki-statefulset.yaml","write"
"SF-1 — Monitoring & Observability (Loki + Promtail + Prometheus + Grafana).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\monitoring\12-loki-service.yaml","write"
"SF-1 — Monitoring & Observability (Loki + Promtail + Prometheus + Grafana).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\monitoring\20-promtail-configmap.yaml","write"
"SF-1 — Monitoring & Observability (Loki + Promtail + Prometheus + Grafana).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\monitoring\21-promtail-daemonset.yaml","write"
"SF-1 — Monitoring & Observability (Loki + Promtail + Prometheus + Grafana).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\monitoring\30-prometheus-configmap.yaml","write"
"SF-1 — Monitoring & Observability (Loki + Promtail + Prometheus + Grafana).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\monitoring\31-prometheus-deployment.yaml","write"
"SF-1 — Monitoring & Observability (Loki + Promtail + Prometheus + Grafana).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\monitoring\32-prometheus-service.yaml","write"
"SF-1 — Monitoring & Observability (Loki + Promtail + Prometheus + Grafana).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\monitoring\40-grafana-datasources.yaml","write"
"SF-1 — Monitoring & Observability (Loki + Promtail + Prometheus + Grafana).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\monitoring\41-grafana-dashboards.yaml","write"
"SF-1 — Monitoring & Observability (Loki + Promtail + Prometheus + Grafana).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\monitoring\42-grafana-deployment.yaml","write"
"SF-1 — Monitoring & Observability (Loki + Promtail + Prometheus + Grafana).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\monitoring\43-grafana-service.yaml","write"
"SF-1 — Monitoring & Observability (Loki + Promtail + Prometheus + Grafana).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\monitoring\44-grafana-ingress.yaml","write"
"SF-1 — Monitoring Alerts (Alertmanager + Blackbox + PrometheusRules).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\monitoring\61-blackbox-exporter-service.yaml","write"
"SF-1 — Monitoring Alerts (Alertmanager + Blackbox + PrometheusRules).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\scripts\monitoring-alerts-deploy.ps1","write"
"SF-1 — Monitoring Alerts (Alertmanager + Blackbox + PrometheusRules).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\scripts\monitoring-alerts-destroy.ps1","write"
"SF-1 — Monitoring Alerts (Alertmanager + Blackbox + PrometheusRules).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\monitoring\33-prometheus-rules-configmap.yaml","write"
"SF-1 — Monitoring Alerts (Alertmanager + Blackbox + PrometheusRules).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\monitoring\50-alertmanager-config.yaml","write"
"SF-1 — Monitoring Alerts (Alertmanager + Blackbox + PrometheusRules).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\monitoring\51-alertmanager-deployment.yaml","write"
"SF-1 — Monitoring Alerts (Alertmanager + Blackbox + PrometheusRules).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\monitoring\52-alertmanager-service.yaml","write"
"SF-1 — Monitoring Alerts (Alertmanager + Blackbox + PrometheusRules).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\monitoring\53-alertmanager-ingress.yaml","write"
"SF-1 — Monitoring Alerts (Alertmanager + Blackbox + PrometheusRules).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\monitoring\60-blackbox-exporter-deployment.yaml","write"
"SF-1 — Monitoring Alerts (Alertmanager + Blackbox + PrometheusRules).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\monitoring\61-blackbox-exporter-service.yaml","write"
"SF-1 — Release-Builds & Versionierung (SemVer, CHANGELOG, Auto-Tagging).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\scripts\release-manual.ps1","write"
"SF-1 — Release-Builds & Versionierung (SemVer, CHANGELOG, Auto-Tagging).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\CHANGELOG.md","write"
"SF-1 — Release-Builds & Versionierung (SemVer, CHANGELOG, Auto-Tagging).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\.github\workflows\release.yml","write"
"SF-1 — Release-Builds & Versionierung (SemVer, CHANGELOG, Auto-Tagging).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\release-please-config.json","write"
"SF-1 — Release-Builds & Versionierung (SemVer, CHANGELOG, Auto-Tagging).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\.release-please-manifest.json","write"
"SF-1 — Release-Builds & Versionierung (SemVer, CHANGELOG, Auto-Tagging).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\scripts\release-manual.ps1","write"
"SF-1 — Server Hardening & Security Audit (Debian 12, SSH, Fail2Ban, Auditd, ClamAV).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\security\10-networkpolicies.yaml","write"
"SF-1 — Server Hardening & Security Audit (Debian 12, SSH, Fail2Ban, Auditd, ClamAV).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\scripts\hardening-apply.ps1","write"
"SF-1 — Server Hardening & Security Audit (Debian 12, SSH, Fail2Ban, Auditd, ClamAV).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\scripts\hardening-rollback.ps1","write"
"SF-1 — Server Hardening & Security Audit (Debian 12, SSH, Fail2Ban, Auditd, ClamAV).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\server\hardening\00-sshd.sh","write"
"SF-1 — Server Hardening & Security Audit (Debian 12, SSH, Fail2Ban, Auditd, ClamAV).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\server\hardening\10-firewall.sh","write"
"SF-1 — Server Hardening & Security Audit (Debian 12, SSH, Fail2Ban, Auditd, ClamAV).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\server\hardening\20-fail2ban.sh","write"
"SF-1 — Server Hardening & Security Audit (Debian 12, SSH, Fail2Ban, Auditd, ClamAV).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\server\hardening\30-auditd.sh","write"
"SF-1 — Server Hardening & Security Audit (Debian 12, SSH, Fail2Ban, Auditd, ClamAV).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\server\hardening\40-clamav.sh","write"
"SF-1 — Server Hardening & Security Audit (Debian 12, SSH, Fail2Ban, Auditd, ClamAV).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\server\hardening\50-unattended-upgrades.sh","write"
"SF-1 — Server Hardening & Security Audit (Debian 12, SSH, Fail2Ban, Auditd, ClamAV).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\server\hardening\60-sysctl.sh","write"
"SF-1 — Server Hardening & Security Audit (Debian 12, SSH, Fail2Ban, Auditd, ClamAV).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\server\hardening\70-lynis.sh","write"
"SF-1 — Server Hardening & Security Audit (Debian 12, SSH, Fail2Ban, Auditd, ClamAV).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\security\00-namespaces-labels.yaml","write"
"SF-1 — Server Hardening & Security Audit (Debian 12, SSH, Fail2Ban, Auditd, ClamAV).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\security\10-networkpolicies.yaml","write"
"SF-1 — Testing & Smoke-Checks (API, Frontend, Scraper).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\testing\20-smoke-cronjob.yaml","write"
"SF-1 — Testing & Smoke-Checks (API, Frontend, Scraper).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\scripts\tests-run.ps1","write"
"SF-1 — Testing & Smoke-Checks (API, Frontend, Scraper).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\.github\workflows\tests.yml","write"
"SF-1 — Testing & Smoke-Checks (API, Frontend, Scraper).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\tests\package.json","write"
"SF-1 — Testing & Smoke-Checks (API, Frontend, Scraper).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\tests\playwright.config.ts","write"
"SF-1 — Testing & Smoke-Checks (API, Frontend, Scraper).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\tests\tests\frontend.spec.ts","write"
"SF-1 — Testing & Smoke-Checks (API, Frontend, Scraper).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\tests\tests\api.spec.ts","write"
"SF-1 — Testing & Smoke-Checks (API, Frontend, Scraper).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\testing\00-namespace.yaml","write"
"SF-1 — Testing & Smoke-Checks (API, Frontend, Scraper).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\testing\10-smoke-configmap.yaml","write"
"SF-1 — Testing & Smoke-Checks (API, Frontend, Scraper).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\k8s\testing\20-smoke-cronjob.yaml","write"
"SF-1 — UGG‑1 Integration (Grow‑Guide PDF + Viewer).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\frontend\public\README.txt","write"
"SF-1 — UGG‑1 Integration (Grow‑Guide PDF + Viewer).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\scripts\ugg-build.ps1","write"
"SF-1 — UGG‑1 Integration (Grow‑Guide PDF + Viewer).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\backend\src\routes\ugg.ts","write"
"SF-1 — UGG‑1 Integration (Grow‑Guide PDF + Viewer).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\backend\data\ugg\UGG-1_Kapitel_01_EinfÃ¼hrung.md","write"
"SF-1 — UGG‑1 Integration (Grow‑Guide PDF + Viewer).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\backend\data\ugg\UGG-1_index.json","write"
"SF-1 — UGG‑1 Integration (Grow‑Guide PDF + Viewer).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\frontend\src\routes\ugg\index.tsx","write"
"SF-1 — UGG‑1 Integration (Grow‑Guide PDF + Viewer).txt","C:\Users\kling\Desktop\SF-1_Sammelbecken\apps\frontend\src\routes\ugg\DocList.tsx","write"
